SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1630183,0022301194,"Apr 14, 2024",MIN vs. PHX,L,28,2,7,0.286,1,4,0.25,1,2,0.5,0,0,0,1,0,0,3,1,6,-11,1
22023,1630183,0022301178,"Apr 12, 2024",MIN vs. ATL,W,30,4,7,0.571,3,4,0.75,0,0,0.0,0,3,3,1,0,1,0,2,11,8,1
22023,1630183,0022301164,"Apr 10, 2024",MIN @ DEN,L,34,4,8,0.5,1,4,0.25,0,0,0.0,0,2,2,3,1,0,0,2,9,-17,1
22023,1630183,0022301152,"Apr 09, 2024",MIN vs. WAS,W,28,3,6,0.5,1,4,0.25,2,2,1.0,0,5,5,2,1,1,0,6,9,-10,1
22023,1630183,0022301143,"Apr 07, 2024",MIN @ LAL,W,29,5,9,0.556,0,2,0.0,1,1,1.0,0,3,3,2,0,0,0,2,11,4,1
22023,1630183,0022301125,"Apr 05, 2024",MIN @ PHX,L,26,3,6,0.5,0,2,0.0,0,0,0.0,0,2,2,1,1,1,2,2,6,-10,1
22023,1630183,0022301108,"Apr 03, 2024",MIN vs. TOR,W,25,3,8,0.375,0,1,0.0,2,2,1.0,1,3,4,2,2,3,1,1,8,12,1
22023,1630183,0022301098,"Apr 02, 2024",MIN vs. HOU,W,27,4,9,0.444,0,3,0.0,0,0,0.0,2,1,3,1,2,0,3,3,8,13,1
22023,1630183,0022301084,"Mar 31, 2024",MIN vs. CHI,L,33,3,10,0.3,1,6,0.167,1,2,0.5,2,4,6,3,1,0,2,2,8,-2,1
22023,1630183,0022301071,"Mar 29, 2024",MIN @ DEN,W,31,7,10,0.7,1,3,0.333,2,2,1.0,0,3,3,3,1,0,0,2,17,9,1
22023,1630183,0022301056,"Mar 27, 2024",MIN vs. DET,W,28,8,14,0.571,3,7,0.429,1,1,1.0,1,3,4,0,0,0,0,3,20,4,1
22023,1630183,0022301031,"Mar 24, 2024",MIN vs. GSW,W,30,3,8,0.375,2,6,0.333,0,0,0.0,1,3,4,1,0,0,1,4,8,-4,1
22023,1630183,0022301014,"Mar 22, 2024",MIN vs. CLE,W,32,6,10,0.6,2,4,0.5,1,4,0.25,2,2,4,0,3,2,5,1,15,15,1
22023,1630183,0022300995,"Mar 19, 2024",MIN vs. DEN,L,38,9,13,0.692,4,6,0.667,4,7,0.571,0,6,6,0,1,2,1,5,26,0,1
22023,1630183,0022300987,"Mar 18, 2024",MIN @ UTA,W,33,4,13,0.308,1,5,0.2,0,0,0.0,3,5,8,1,1,2,0,4,9,2,1
22023,1630183,0022300974,"Mar 16, 2024",MIN @ UTA,W,22,4,9,0.444,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,5,8,9,1
22023,1630183,0022300944,"Mar 12, 2024",MIN @ LAC,W,23,0,8,0.0,0,4,0.0,0,0,0.0,1,3,4,1,2,0,1,4,0,-8,1
22023,1630183,0022300932,"Mar 10, 2024",MIN @ LAL,L,32,5,17,0.294,0,5,0.0,0,0,0.0,3,3,6,1,2,0,0,1,10,-22,1
22023,1630183,0022300911,"Mar 08, 2024",MIN @ CLE,L,40,5,11,0.455,1,4,0.25,2,3,0.667,0,5,5,2,0,0,1,5,13,-15,1
22023,1630183,0022300903,"Mar 07, 2024",MIN @ IND,W,28,4,7,0.571,1,1,1.0,2,2,1.0,1,7,8,6,0,0,0,4,11,7,1
22023,1630183,0022300881,"Mar 04, 2024",MIN vs. POR,W,24,3,7,0.429,0,3,0.0,3,6,0.5,2,2,4,1,0,0,0,2,9,-9,1
22023,1630183,0022300873,"Mar 03, 2024",MIN vs. LAC,L,33,3,9,0.333,0,4,0.0,0,0,0.0,0,2,2,1,1,1,1,0,6,5,1
22023,1630183,0022300862,"Mar 01, 2024",MIN vs. SAC,L,45,9,11,0.818,5,7,0.714,3,4,0.75,1,6,7,1,0,0,1,5,26,-8,1
22023,1630183,0022300845,"Feb 28, 2024",MIN vs. MEM,W,34,5,7,0.714,2,4,0.5,0,0,0.0,0,2,2,3,0,3,1,5,12,2,1
22023,1630183,0022300838,"Feb 27, 2024",MIN vs. SAS,W,26,1,5,0.2,0,1,0.0,0,0,0.0,1,4,5,1,3,2,3,4,2,-1,1
22023,1630183,0022300815,"Feb 24, 2024",MIN vs. BKN,W,33,2,4,0.5,2,4,0.5,1,2,0.5,0,2,2,1,0,0,3,2,7,4,1
22023,1630183,0022300808,"Feb 23, 2024",MIN vs. MIL,L,24,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,3,1,1,0,5,2,-8,1
22023,1630183,0022300791,"Feb 15, 2024",MIN @ POR,W,28,6,11,0.545,1,4,0.25,4,4,1.0,1,4,5,1,2,0,2,2,17,22,1
22023,1630183,0022300775,"Feb 13, 2024",MIN @ POR,W,24,0,7,0.0,0,3,0.0,0,0,0.0,2,0,2,0,0,1,0,0,0,-6,1
22023,1630183,0022300770,"Feb 12, 2024",MIN @ LAC,W,25,5,8,0.625,1,4,0.25,0,0,0.0,0,0,0,1,1,1,2,3,11,8,1
22023,1630183,0022300738,"Feb 08, 2024",MIN @ MIL,W,19,3,5,0.6,2,4,0.5,0,0,0.0,0,3,3,0,0,2,1,3,8,16,1
22023,1630183,0022300723,"Feb 06, 2024",MIN @ CHI,L,40,6,11,0.545,1,3,0.333,0,0,0.0,1,0,1,3,1,0,4,4,13,1,1
22023,1630183,0022300709,"Feb 04, 2024",MIN vs. HOU,W,29,2,7,0.286,1,3,0.333,0,0,0.0,2,2,4,2,0,1,2,1,5,27,1
22023,1630183,0022300694,"Feb 02, 2024",MIN vs. ORL,L,32,4,10,0.4,2,6,0.333,0,0,0.0,2,2,4,1,1,0,3,5,10,-12,1
22023,1630183,0022300680,"Jan 31, 2024",MIN vs. DAL,W,24,5,10,0.5,0,4,0.0,1,1,1.0,1,1,2,4,0,0,1,4,11,12,1
22023,1630183,0022300664,"Jan 29, 2024",MIN @ OKC,W,31,6,11,0.545,2,5,0.4,0,0,0.0,3,0,3,1,1,0,0,5,14,10,1
22023,1630183,0022300649,"Jan 27, 2024",MIN @ SAS,L,33,2,5,0.4,1,3,0.333,2,2,1.0,0,3,3,2,4,0,0,2,7,11,1
